text,label
Just got the iPhone 11 max in the color green love it picture below,1
Only Verizon I will go to. Use the same guy everytime. We are Facebook friends if that says anything.,1
As far as giant mega corporation that control the flow of information Verizon is pretty good I'm one of their loyal customers,1
"(Translated by Google) American Marketing

(Original)
Američka marketing",1
"Ridin' High includes some of the best custom & used longboards, gear, and accessories with affordable price ranges. The business is one where customer service, technical advice, and being a friend are valued highly. I recommend checking them out whether you're a beginner or a professional enthusiast, as riding the hills and streets of Vermont can be compared to snowboarding its mountains.",1
I love this to share AAA with Ridin High,1
"Ask for the ""triple patty supreme""",1
Big John is my man!,1
"A wonderful organization that can help an individual or family in need with gas money, laundry vouchers, utilities, getting an ID, grocery vouchers, as well as giving some household items like cleaning products, toilet paper, and toothbrushes. They also give vouchers for the second hand clothing shops and can even help you get a used bicycle! You can get help once every three months Tuesday-Friday. Arrive as early as you can because they can only serve 11 or 12 families per day. You MUST have an ID (social security card, birth certificate are okay) for EVERY family member. You can also just stop in at any point during their open hours for a cup of hot coffee, tea, or cocoa, a snack, and an ear and/or uplifting guidance if you would like!",1
I love this to share AAA with jump,1
JUMP is an incredible place for those who need a jumpstart in life.,1
1000% great Beautiful great marketing,1
Unique and modern fashion.,1
"Don't be fooled,  where do donation dollars really go.",1
"THIEFS !!!
Tim Coleman ruins people's character, Denying resources, to keep them down so he can use them to get donations he benefits.",1
Again dont remember going,1
Help people rougher times in life by providing housing opportunities to lower income people and connecting people with local resources that may help them get their life back on track.,1
"Total Scam Operation ..they help enough people to avoid indictment ! They will never publish an ""Audited Financial Statement """,1
My house,1
Help with the homeless,1
I love freedom marketing,1
Girls are awesome,1
Great sales going on now.,1
Sometimes get uptight about masks. Fuel prices too high.,1
Greek place,1
"Not worth going to, we were gonna get a double pepper steak and it was 18 dollars before getting a shake or fry.  Might need to take out a personal loan before going there or already be rich.  Not worth it, i cant wait to put them out of business with Hot dignity dogs n more.",1
Great summer snack food,1
Ugh,1
Most expensive case of food poisoning i've ever had! Spare your wallet and GI tract.,1
I live off the Dollar tree,1
Nothing personal to any one who works there I just can't support China when we need it here in our home town Buy local it does more for our neighbors and our community,1
Overpriced!,1
"Was ""CAPITAL"":))))",1
🤠👍,1
If you live in Rutland haven't visited Joneses Donuts you're really missing out. They have a drive-thru window for your convenience.,1
"Delicious baked goods and quick service. Downside, parking. It's a mad house. I've also heard unsavory things about from people who use to work for them about rude managers.",1
I've been using H&R Block since I've been 18 years old this year I turned 57 That's why I use H&R Block,1
The place I go for an adjustment. Mark is the man! He gets me in fast and gets the job done. All the martial arts guys go to Mark.,1
Best place to buy quality glass and vapes and accessories. Caring owners and good deals!,1
Wayyyy too expensive. Would love to be able to join but no one can pay $65 dollars a month for a full year in advance. No wonder most of their members are over 45...,1
Tall Pete used to cheat in squash.,1
half price Tuesdays Supreme is delightful,1
Great hand tossed pizza!  Tuesdays are half price!,1
1/2 price Tuesdays are amazing,1
You never know what you'll find.,1
Wise variety from new yo very old,1
Create fishing equipment,1
There is a fantastic selection of everything you'll need for garden and pet care. Plus they carry all the Darn Tough socks you're looking for!,1
"The all time best place to purchase Dansko shoes. Best cost, selection and friendliest staff. We come all the way from Grand Isle because I always find what I was looking for.",1
Everything for rural life.,1
"(Translated by Google) Egh

(Original)
Egh",1
How can I complain first time at bingo won jackpot!!,1
"If you love bacon then try the Big Pig.  Only suggestion is trade the Italian wrap for plain, the Italian flavor doesn't blend well with the bacon!",1
Always a solid snack bar experience! Also Best place to see how the meth'd out people across the tracks on lake street be.,1
Best deal on creeeeemeeeeeees!,1
Get sooo much for great deals,1
Great bargins on gently used baby clothes etc.  Trying to sell items come with strict requirements.,1
"Great finds for kids, at awesome prices! Think winter goats for $15, snow boots for $4.50, shirts and pants for a couple of bucks! They'll even buy your used kids clothes for cash on the spot!",1
All sizes of clothes and very cheap.,1
Baby clothes for everyone,1
"Great friendly staff and a beautiful facility. Sports fields, indoor tennis, hockey rink, indoor basketball area, weight room, racquetball courts,  spinning room, and more. Check it out.",1
Cheer and Skate.. it's life,1
"Our local garden supply store has just expanded to include everything needed for a home garden, as well as equestrian needs, pet toys and foods of many varieties, wild bird seed, poles and stakes of many varieties and lengths, plant starts, etc. Also great service!",1
They were helpful and very nice I had points to get a free bag of dog food too,1
They have the stuff to get the skunk out of the dog,1
If you want wings. For the game. Still doing.orderes,1
"everyone that works here is definitely high all the time, but the boneless wings are super good. i'd suggest ordering online if you're worried about them screwing up your order.",1
"Very upsetting.. ordered our food they said 45 minutes.. an hour and a half goes by and called to check on the order, they said they went to the adress and the people said their food had already came. They also said they tried calling us but never received  a phone call",1
Keep em hot,1
DC-10 💯💯💯,1
These guys know what they are doing .great place to shop ..if you havnt stopped by then I suggest you do.awesome prices and cool glass blowing right there..go check them out !!,1
Weed,1
Great toys.lol,1
The food is healthy low in calories and cheap and they make a good Grindr,1
Subs,1
"A beautiful old theater!  This amazing building has been host to many amazing events throughout it's historic life.
Gang of Thieves are taking it over to throw a Masquerade Ball here on October 28th (2017), that will certainly be a night to remember!",1
It's a blessing,1
Up,1
"Oh my gosh their coffee flavored froyo is too addictive! I think they add cocaine or something to it, but seriously great place to cool off on a hot day!",1
Money making scheme and rude customer service all around. They only care if they are selling an animal.,1
Where my barber is,1
Need more help.,1
"Unhealthy food that is cheaper than other local markets, putting them out of business. All the area gets left with is Dollar General.",1
Pick up some ice for our trip,1
Pick up some ice for our trip,1
Rude,1
The store is always clean and well stocked and the staff are friendly and helpful. However be wary of the Hannaford groceries to-go service.  The baggers pick their nose while handling food.,1
Groceries,1
The consistent incompetence of FedEx is hard to fathom.,1
"HORRIBLE, NO DRIVERS",1
Get over yourselfs,1
Absolutely garbage,1
This restaurant in Bennington Vermont is the trailer park of cuisine.,1
Unprofessional,1
Its dol,1
Its dol,1
Dollar general,1
This place is hell. Worst place on the mountain.  The owner is drunk & rude & his whole staff was high on cocaine & alcohol on Saturday night April 6th.,1
The,1
Self center employees,1
"(Translated by Google) Services Madza

(Original)
Services Madza",1
It's a sin🥴🤣,1
"Over priced, re-purposed donations. Just another not for profit schemes.",1
"It's a great place to park and fish and also to relax in a atmosphere for disabled people who are homeless and living in their Vehicles which shouldn't be happening to anyone during this pandemic! The State of Vermont got a hefty paycheck from the Federal Government Agencies and I just recently read an article about how Vermont want's to use most of the money that is supposed to be helping people out of their situations! But of course the government of Vermont wants to put 99%of the money back in too the General Funds that good ole Vermont have spent on the people that where homeless or lost their homes because of a disease that came from another country as usual. Vermont voters actually voted for these greedy SOB's and they are still not supporting their Residents of Vermont but yet lining their pockets with federal government aid for themselves in their own homes before they spend it for what it was meant to be used for! ELECTIONS are just around the corner and don't vote for these people who are in office right now! Our Democratic leaders are the only ones who have a heart and they make sure that these greedy Republicans are keeping most of it for themselves! Thanks Bernie Sanders, Peter Welch and and the others who are looking out for the people who are really trying to stay afloat during this pandemic. Keep out the knew people who are from other countries and we wouldn't be suffering from this disease or anything else that we always have been through the past couple of decades.",1
$5 margarita night on Thursdays!,1
No judgement,1
Poor poor service cop calling idots they pay super low prices I would sit on my metal before they got it! There son Chris stole checks from them and cashed them at the iga in hinesburgs that's why they won't cash burnetts checks it's a shame,1
"I love this place.  Every Tuesday, Thursday and Friday they sell bread and bread products for $1 😍",1
"Great selection of bread products! For southern transplants, find Takis and occasionally even Bimbo products. Every Tuesday, Thursday, and Friday, all bread products are .99!  If it is your first visit, ask for a coupon booklet! It includes a free $5 to spend!",1
"Tuesday,  Thursday and Friday breads, rolls, bagels and English muffins are .99¢ each.
Military discount 15% on Monday. Senior
(55 yrs.) discount 10%  on Wednesday",1
"(Translated by Google) Horrrrrrrrrrrrrrrrrrrible

(Original)
Horrrrrrrrrrrrrrrrrrrible",1
McDonald's is bad for you. DONT GO HERE!!!,1
Disgusting,1
Never the best.,1
Disgusting,1
"The Fortnum & Masons of Stowe. It you don't know who F&M is they are the most exclusive food department store in London, UK.",1
"Lovely little house with beautiful grounds. Timed visits and masks are required during covid- email frosthouse@bennington.edu to make your reservation! We had very good service from the attendant and even though the ""tour"" is self-guided and there isn't necessarily much to see, it's still special to be there and read all the history about the Frost family in their own house. There's an informational half-hour film in the lobby/tiny gift shop and then 2 rooms you can walk through to see some of the poet's belongings & read tons of info on the walls. Senior discount for those 60+.",1
And we note our place with bookmarkers. To measure what we've lost.,1
Pretty sure the salesman was on drugs for one and for two they will tell you anything to sell a car these guys are not to be trusted...,1
Moved across the tracks!  Will update after I go into the new location :-),1
Up,1
Up,1
"Same as it ever was. Same as it ever was.

I think the 4 or 5 reviewer's below all had fake
ID's.",1
"Cozy Italian wine bar serving select dishes.  Half price pasta Tuesday, half price wine Wednesday. Great crowd with a great ambiance snd pleasant waitstaff.",1
Not Going to Make it.,1
":)Jake went in, aware that he had, for the first time in three weeks, opened a door without hoping madly to find another world on the other side. A bell jingled overhead. The mild, spicy smell of old books hit him, and the smell was somehow like coming home.

Stephen King, The Waste Lands (The Dark Tower",1
Yuppies,1
Hair,1
top tier radio jingle,1
Vermonters for Vermonters...,1
Good selection for small market?,1
Coffee,1
Sandwich shop,1
"Yes, they're all sour.",1
"Terrible Customer Service, Terrible Cancellation Policy, Fake Personal Trainers with no actual Certification, Have to Cancel In Person, Have to Pay annual Fees, Judgement Zone rather than Judgement Free. Managed and run by incompetent people",1
"We were just parked in the area for my wife's  2nd  covid 19 shot .don't  know the store ,sorry .",1
10$ on sunup,1
TERRIBLE DON'T BOTHER WITH THIS PLACE!! they will try to screw you !!!,1
Loved their website and services.  Can't wait for them to begin accepting new patients.,1
Home of the BUHS Colonels!!!,1
Bartenders lie,1
The New Owner is ruining this Landmark!!!,1
Just can't trust them do not go to Nissan in Saint Albans,1
Did not go called x2 left  messages  no response,1
Every 11th wash is free,1
Did not go there,1
I've never been here,1
Lots of massholes,1
Dough nuts,1
Dunkin donuts,1
Miss outback steakhouse,1
Wings over Burlington,1
"(Translated by Google) Soomethingoldandnewplacetoby

(Original)
Soomethingoldandnewplacetoby",1
There was just a report of cockroaches in the store don't go in there don't buy from them,1
"what a joke

but there are no other options",1
Horrible,1
Dollar General under Staff's all Vermont Stores,1
No,1
Very poor customer service.,1
I love coffee,1
Daughter works there,1
Absolutely fantabulous... if i was there maybe!?!? 😂🤣😂🤣,1
Dumb person can't even get coffee in cup,1
"Don't know, don't drink that coffee anymore.",1
"This location never gets the order right, NEVER",1
i love donut,1
Ghetto,1
WAY OVER PRICED,1
Price gouging on in store sales,1
Horrible. Owned by terrible people!,1
What can you say Lets go fora swin.,1
Junk,1
Love this place so much I opened a booth. Always good for some fun and quirky finds. Always an amazing selection of decor. Offers are welcome on the product sold. Give yourself at least an hour. You're going to need it.,1
Nothing like a few good small town businesses,1
I work here. I don't know why Google keeps asking me to rate it.,1
Poor customer service. Lazy employees.,1
Run adround.,1
Nothing is to date not even close,1
They need better customer service!,1
I hate dunkins,1
For customer service,1
Its in the same building where my hubby works,1
I love bookstores!,1
100 100,1
Thanks for having Working Man's Martini #badaccentmusic,1
Light up the sky.,1
I love lamp!,1
Delicious?,1
"My family had tires put on the Jeep a while back, and it was our first time using Ray's Auto. We were immediately welcomed as a customer by the knowledgable and friendly staff. They completes the job in a timely manner and we left as happy customers. We will return in the future!

Ben Robert's
Ben's Yard Care",1
👍,1
Scudders,1
"(Translated by Google) ehhh

(Original)
Ehhh",1
We have real food,1
Helpful,1
"(Translated by Google) ehhh

(Original)
Ehhh",1
"Go see Mike
Tell him I sent you
We will both get a 100 innthr mail
Hahaha",1
L.v.f. Boom!,1
Haven't been in there but the aroma that comes from there is outstanding,1
Food and friends,1
Coffee lover!,1
A. Hi hum Duncan.,1
You know.,1
A lot of unhappy employees most likely underpaid,1
I want everything there,1
A lot of over priced junk from china,1
Fast-food is awesome .,1
Really???,1
are you really reading reviews for mcdonalds lol,1
Really?,1
"(Translated by Google) Mc ds ...

(Original)
Mc ds...",1
"(Translated by Google) Or comments

(Original)
Nó comments",1
"Was it necessary to have created the largest granite zipper in North America? What is the purpose? What is the second largest zipper in North America? The largest zipper in the world?
Nonsense.
This is no more or less Art than a double cheeseburger from McDonald's.
Novelty.
Kitsch.
Glut.
Public officials/Business owner self aggrandizement.

Barre should have commissioned the world's largest public urinal. That would be interesting and more appropriate sitting next to Studio Place Arts.

Keep driving and visit something else.",1
Out the SPA and an easy chair.,1
The zipper was very large and sturdy.,1
I see this everyday when I walk to the bus,1
If you're looking for a deal on clothes catch a sale at retailers,1
Rude!,1
very good please fixing my airbag recall,1
"Terrible customer service. Phil is a heartless, rich, old man who does not care about his customers or reputation.",1
They will try to sell you anything no matter what!,1
Gas,1
Winter Festival 2018,1
Convenience Stores are what they are,1
"I've never been inside, only in the parking lot.. because it's got a pokemon go gym.",1
Seems like all of the Dunkin Donuts around Rutland County are having alot of problems. I can't wait for the Starbucks to come to Rutland!!,1
Dunkin is where donuts go to die.,1
"When I was in rutland I always got my vape supplies there, prices are great, employees were always helpful, always had a good experience, but now that I have moved away, I can't seem to get good quilt vape supplies were I'm at, do they have a Web site I can order from?",1
Prices,1
Still going...,1
"I actually work here, and I do my best to ensure things run smoothly! Come see us for our thrift store, and if you're in need of a good meal and a warm bed- we've got you covered!",1
Just cutting through...,1
Dump.,1
"Domino's, as a whole, is really working at producing better pizza.",1
"Today I felt like I could fall apart, the Holidays are difficult, Domino's has not only changed locally, but something for me, tomorrow.",1
It's there,1
Hockey,1
Hockey!!!,1
There sucks,1
Huh,1
👌,1
"I am a member and my father was one of the past presidents, GiGi Corsones",1
Bingo,1
Flip side!!,1
Thank you for your help and support from peace mode arena and Enlightenment Consciousness,1
"TD Bank is the largest funder of pipelines and fossil fuel infrastructure of any Bank in Vermont. That includes Standing Rock and XL among many others. Please be part of helping stop the climate catastrophe, don't bank at TD Bank",1
Very inconvenient. Any opportunity to screw you with a free with be taken.,1
It was close,1
Close,1
They suck,1
Come in and get some yummy food!,1
My car is so nice and shiny!,1
If you want your car washed definitely do not go to Champs I used to work there and I can tell you we do not wash them like they're supposed to,1
"This group of people do the most important work anywhere.
And it's been a tough year. Please support this office.",1
Always get a rescue dog,1
I didn't eat here nor would I. You shouldn't,1
It's Hemmings,1
rename it irving gas,1
How can people that aren't familiar with device recovery with tools such as Odin or Fastboot work as phone technicians???? It baffles me that any cell carrier would employ people that clearly aren't qualified. Same goes for the Verizon store at the green mountain plaza. It is a joke. I have personally fixed phones that were bricked due to failed updates and the store claims the phone is not repairable and instead pushes for the customers to purchase a brand new device or file a claim if insured. With some basic device recovery knowledge all were fixed mostly using just Fastboot. With almost all devices being android or apple they should have training in simple recovery for both platforms. I bet they wouldn't know what dfu mode was. Educate or rehire qualified individuals to actually serve your customers.,1
It's closing so there is no point in writing a review or even rating.,1
50% off xmas,1
I didn't go there. I was at T Mobile.,1
"(Translated by Google) With

(Original)
Lla",1
Flowers,1
"Im from MA and not being able to spit without hitting a liquor store there, kind of annoying they are so few and far between here. I landed here exactly in the middle of the only local 2 I believe.",1
Such a joke.,1
Horrible business. May be run by the devil. Anything you can get here you can get cheaper and easier online. Avoid at all costs.,1
GameStop in general is dying out.  Still store clearly is becoming anemic.,1
I use 2 work at a hannaford,1
Food,1
Dont shop there. Return policy sucks,1
Thanks,1
Love mom an pop stores,1
Alcohol,1
My backyard,1
"(Translated by Google) Uu

(Original)
Uu",1
in need of popsicle was 94degrees out,1
Sucks beyond belief,1
Bottle redemption,1
Pizza,1
Shakespeare,1
"It’s time to change the name and make it more welcoming for everyone.
I know that this was called White's Beach after the White Family that owned the farm. However, people coming here don't know this upon arrival and I can see it feeling unwelcoming to hear people talk about White's Beach. There is a long history of banning black people from beaches in America.",1
Nothing to say really...,1
Blah,1
Obviously just a Money Laundering front. No care taken by owner or managers.,1
"Bunch of cronies and dorks, you'll love it .",1
Hate it,1
Locals,1
Owner supports violence towards women.,1
I didn't go inside the place so idk,1
I had chalupa before also they give old man hair cuts but they are pretty great,1
Always take super good care of your fur baby!,1
Natural! FYI,1
"Look at this aspen, you can tell it's an aspen because of the way it is.",1
They removed the contents of a friend's locker (which was being rented monthly) and now items are missing.   Had terrible experience with their management.,1
"Great staff,  we'll special order if they don't have what you need",1
"Subway restaurants Barre, vt",1
"(Translated by Google) Rude. Rude. Rude. RUDE.

(Original)
Rude. Rude. Rude. RUDE.",1
I found 2good novels that I enjoy reading.,1
Everything about this store sad just wish they would close,1
I can't tell you lve never shopped at a  dollar. General before.  I do all my shopping. At.  Kaols.  They have better deals. And better. Stuff to buy that l like.  I buy all my clothes. At koala.  There are lot better. Looking. And a lot better. Made. And they dont. Shrink.  When. You wash them.  Or fade. I've seen some of the clothes. My friends have. Bought. At dollar general. And they look pretty bad. And very cheap.  Like they. Wouldn't last aweek.,1
A Dollar G is a Dollar G is a Dollar G....,1
Price,1
Billy,1
Really cheap china junk,1
I'm a man.....,1
I agree with Quinn! And hook up your delivery drivers. They work hard too!,1
"I just walk by on the way to work, but I'm sure it's a great place.",1
Never actually been in one or bought anything from 1....,1
Scummy stores rip offs the poor,1
I think you can get fuel here.,1
I like any Mobil.....,1
A very large portion of Vermont heritage comes from milk. I don't know if they do tours.,1
Drive by all the time....,1
I want to try it out,1
Have not been there for work on my own vehicle so I could not say how there service is,1
"Highway robbery, that's my opinion.....",1
Gas is just to high no matter where u go...,1
Very bad gas station,1
I won a hundred dollars,1
There is nothing like washing off all that grime,1
Because it us poorly run. People are losing their money.,1
"Houses of the Holy are all 🌟🌟🌟🌟🌟
Imho.",1
Wish gas prices would go down.....,1
Car windows wipers,1
Repair glass!,1
Rips people off sells them used cars that are not inspectable within a year and has no conscience about putting people in the road in a vehicle that is unsafe for their children to ride in....,1
Never been there so I'm not sure but I think it's a coffee shop......,1
Never been there!,1
Service department is a bunch of con-men.,1
I'm not a big gamer. Just love all hockey games!,1
Needed gas and tire air,1
Horrible,1
🍴🍴,1
Old Joe's Chair,1
Parents are old school nearly ran out of gas and they're old school so they didn't have debit/credit card so had to hope to make it to next gas station,1
"Okay so ardeche Furnishings is not where I went, in the same Mall there is an estate resale place which has the most incredible Antiques and finds. They have everything from furniture to buttons. Lots of second-hand jewelry estate fines. They have Asian items and a lot of collectibles. They also have second hand household items if you are in need. Plan to spend at least an hour. The staff is very helpful and they know where things are they can locate them more quickly than you can. However, I really think it's worth the trip and worth walking through to have a look before you ask for help",1
T g is place is nothing but a scam,1
We had some questions about the phone number on the tablet and how it could be used. Also about our phone bill.,1
🤠👍,1
They are customer service,1
Great place to catch food poisoning place is nasty inside rats 🐀 play in parking lot like place is infested good luck,1
cat rat & dog,1
Verizon in the green Mtn plaza Rutland vt,1
Can't wait til this contract is up.,1
Service sucks,1
No true salesmen available anymore,1
Cost,1
"the new eric as manager sucks

get your old manager back

never again, what a  joke",1
Shoppers don't hate,1
Really close to me,1
Laundry laundry laundry! I never get tired of it!!! :-D,1
Food,1
I love my ice or frozen drinks.,1
Hh,1
Idiots,1
Employees are slow and incompetent,1
Fossil,1
"Avoid fast foods places, but the decor looks ok.",1
Terrible customer service. Don't waste your time or money,1
Horrible,1
Gas,1
Good phone I like it,1
Phone,1
Store in my hometown,1
Hi guys thank you for your understanding,1
"So, I get home and pull up to my mailbox. 7 degrees and I reach in to get the mail and underneath is a big piece of plastic (the Capital City ""ad"").  All my mail slides off into the snow.  Now I'm stuck with wet mail and a large non-recyclable flyer.  I wonder if the Post Office will return it for me.  Grrr, not happy.",1
They are not very honest people,1
No problem,1
Owner is extremely rude,1
"Great local theater and a historic bizness imho. The manager is an awesome gentleman whom I speak with at length every week when he comes thru my line, late night at Price Chopper. He always gives me gr8 reviews on new releases and whether or not to see a movie in the theater or wait till it goes on digital/disc.",1
Horrible customer service,1
sucks,1
Eaton's had a very bad fire last night and is now closed.,1
The inside got a face lift. Got to stop in and check it out .,1
Official,1
Third wave coffee comes to Burlington.,1
I wasn't here - I was at another place in the same building.,1
It's a cult,1
🍷 One Wine 🍷 Two Wine 🍷 🍷 Red Wine 🍷 White Wine 🥂 ❤️🍷❤️🍷❤️🍷❤️🍷❤️🍷❤️,1
"When owner testified on overlay district high rise apartments, he said he can't pay his employees a livable wage (in Burlington livable wage was $18-$24 hr, 8 years ago!) so don't expect great customer service. Pay those employees livable wage and they will be treating your customers like gold!",1
Sucks.,1
Coffeeeeeeee!!!,1
Summer and Fall garden vegetables,1
"I was told to stay away. Never tried the food, just hear things.",1
Howard blow you always make our visit all that can be thank you you! want good service join our locally owned and friendly oil N go,1
"""Dive"" more like hole in the wall",1
Karaoke lol,1
Yup,1
Only care about sales !,1
"Awful. If you go here you are trying to be seen like a reality show contestant. Put down the way over-priced drink and go home, Karen.",1
Coffee cup series,1
NITRO,1
"Hey, it's Starbucks...",1
There is one in barre Vermont now in the price chopper.,1
Clean and walley are running I was told.,1
Looks like an AWESOME place to Paddle.,1
Get big!!!,1
Best poke stop ever,1
Go somewhere else.. yuck,1
I heard they make great food.....Never been there.....,1
Good god,1
"Great service and unbeatable rates.
Cheapest full coverage policies available.

Premier AAA membership is a no brainer...for about $110 a year, you can get 4 tows if you need. Considering one tow can be over $200, its silly not to get a membership.  They also offer battery and gas service, tire changes, etc....

If you bundle auto insurance with renters insurance,  you receive another 10% discount!

Don't delay, save today!",1
I lovev feeling demolition,1
When is DD gonna go GLUTEN FREE ???? TRULY GLUTEN FREE ...WITH SEPERATE KITCHEN AND OIL,1
Never been there,1
A lot of unhappy employees most likely underpaid and under appreciated,1
Looking forward to breakfast!,1
"I have not purchased anything from them, I have did some floor installations for the owner who I have known for a long time and he is a good honest person that would only treat you respectfully, and is a wiz with apple products mainly. So ya I would highly recommend..",1
No comment,1
Did not go there,1
Was not there.,1
Hate it,1
Snobngvirksbtgat run the front,1
They will charge an arm and a leg of your car even gets towed 1 mile. Go with anyone but them for towing.,1
I needed gas,1
Free the Cider!,1
Dds,1
The employees are anti gay and fired someone for being gay,1
"It's a great place, sad to see them go.  I've been buying clothes there since I was a kid and daddy was paying the bill.
40 to 70 off get in there before they close the doors",1
Going out of business sale. Beat prices ever.  At this date 60-80% off.,1
Sad they're going out of business.,1
Unfortunately they are closing in May.,1
"Closing, sad day.",1
Sleep,1
Idk,1
Needs lots of help,1
"If you haven't been in yet for the Mouthwatering 6oz organic farm raised burgers are delicious, the buns are toasted to perfection.  You are missing out.    There is a variety of Hot Dogs and scrumptious toppings.  Hand Cut Fries, Sweet Potato Fries, Black Bean Burgers  and top it all off with Maple Mayo.  Always changing and getting better.  Also, this place is BYOB.  Open 6 days at 11am Fri and Sat till 9   Something for all appetites and budgets.",1
"Local hardware stores are hard to find, it is hit or miss in finding what you need.",1
"They probably have that piece you need.
Call ahead and ask.",1
Home team,1
Will be back next week,1
🤠👍,1
Inconsistent and unsafe.,1
Great Americans supporting the second amendment.,1
Always stop and ask for permission. Remember that this isn't your private range and you will have to share space.,1
"I guess it's a nice bar, next to my X'S previous workplace, funny he hasent been in there, don't believe that 4 a minute.....",1
Actually visited a friend briefly wasn't really there to dine or rate the ambience.,1
Was never there,1
Larry the Mattress Beaver is a wonderful rodent with extreme mattress skills.,1
Tourist trap....,1
Lost!!!,1
Sweet old ladies wanting to settle down and stop all the Grub hub.,1
Is there a nice way to spend several hours learning the history of Norman Rockwell,1
👍,1
All the dollar stores are great,1
Come share God's words every Sundays. And get to meet the intercultural singers who have once a month French messe in 6pm.,1
I love to work hard with mae,1
Coffee can be good if done right.,1
They should work more less talk!!,1
Unprofessional,1
All except for the very rude heavyset blond girl who always has an attitude never smiles,1
Good phone.,1
Not a charity. Sells donations for profit while advertising as a charitable organization.,1
☮️,1
Was near there but not there,1
Horrible to their employees. But I hear the food is okay.,1
I use the muscle and joint aid 30ml bottle for my back pain. I just rub it on and in minutes I feel relief. It smells good too.,1
"Never went there, but I will since I bought the Gin ... And it's awesome !! The best tonic !! Good to sip !!",1
Maple this maple that.,1
Their Insurance company is a scam.  Don't get phone insurance through them.,1
I hate furniture.,1
Did not go there,1
Good store but is it still the sharon trading post? SOLD,1
It treat,1
"Heavenly: A Modern Journey of Classic Taste

Every visit to Bistro de Margot is a delightful experience, especially when you know what to expect. Our last night's dinner was no exception.

An elegantly casual setting is extremely inviting, the staff is professional yet warm and friendly, and the menu conquers your taste buds before you even get a chance to sample all those French-titled wonders. It's an extremely accessible establishment without a snooty pseudo-French attitude (think Chez Paul in Blues Brothers, the movie). As owners of a Modern Vermont Bed & Breakfast in Shelburne (who love to provide guidance and local advice to our guests), we personally experience every restaurant we recommend.

Everything we tried last night was heavenly: freshly made duck terrine, chilled pea soup (soupe glacée de petits pois sounds so much more poetic in French!), the Niçoise, and the striped bass. A seasonal blueberry tart and Crème Brûlée (with a nice candied orange peel twist) sweetened the sorrow of having to say au revoir.

Till soon!",1
Can't wait to get my chevy traverse,1
Do not go here. No customer service,1
Now is a good time to take them in.,1
THEY SUCK!!!,1
I know the guy that owns this place,1
"Gossips gallery your life walks out with that yummy food. And it's a city, please.",1
Learn,1
i hate this place. no reason why. i just hate it.,1
Coming soon to Wilmington! It's open and awesome!!!,1
Mmmmmmmmmmmmmmmmmmmmmm,1
Mad Boos,1
Chain,1
Yeah baby,1
"Phone is always busy signal, impossible to reach and I'm out of state",1
Avoid this dmv location.,1
Hmmm the men's room well seeing as im a female and i have only imagination of what this is lol never actual seen this,1
Don't tell anyone,1
No stars. Call Putneys in Williamstown.,1
I wasn't here. I drove by.,1
Gross,1
Oh yeah oh yeah woohy,1
Rude,1
We,1
If we don't have it you don't need it.,1
Apples,1
Walmart has really let itself go.,1
Somethings are just better when they are discounted!,1
One of the laziest non helpful women i know works here. She is incompetent and doesnt even know how to operate the computer system.,1
Customer service sucks,1
Wonder was a great movie.,1
"Truthfully, I know the store manager and he's a good guy.",1
Can get out asap,1
District manager sucks,1
Chicks this time of year are so cute,1
Everything,1
This place is just full of angry people that you can tell just don't want to work there,1
I need a great place for kayaking....,1
it's Hannaford's,1
What do expect....it's Fast food. The perfect laxative.,1
Nugs,1
What is the problem with getting hot food from Burger King I have been to 4 different one's and they all give you cold burgers,1
Wish we had one in Keene NH,1
Drove by didn't stop. Don't like how they disrespect veterans.,1
Never been there,1
Sucked,1
"If I could leave no stars I would,this place is owned and run by a very mean spirited individual,who only knows how to be a bully!!",1
I don't  know this place,1
Just stopped to get directions,1
He is be at vet in Rutland,1
It looks like a dump,1
Needs to be updated,1
👍,1
👌,1
"(Translated by Google) Del6

(Original)
Del6",1
Our state forests and parks are amazing.,1
Nope. No more.,1
Big or mile round woods Ricky Tikki tabby I like hamburger sausage rolls,1
Worst wait staff I have ever seen,1
Friendlys is gross,1
Tt,1
I wwaasn't at Tops.  I was at Five Guy.,1
"1 word, HORRIBLE",1
Everything,1
"Very rude, and disrespectful to employees, and the customers",1
They need to get it together,1
They don't answer their phones at all they are the worst gamestop in Vermont i would rather go all the way to Burlington because at least they answer their phones,1
I'm gonna miss gamestop's when they shut down,1
Depends on what you are looking for and how much you are willing to spend.,1
Always,1
Nuff said,1
Depends on what one it is,1
Boston Cream filled croissant,1
The Hercules...... Yes please.,1
You can do better yourself at home with a pair of Clippers and a bowl. Go to Pips and get a real haircut.,1
I don't patronize this place because I would support my local barbershop.,1
Will not get a haircut here.,1
10 minutes,1
What a overpriced joke.,1
❤,1
"Drinks were on point, service was sluggish, food all needed salt, when seasoned correctly it was delicious.
FYI Black Camo Lululemon is not a uniform choice, super hot but not for work.",1
Food quality was good. They have half price burgers on Monday (7$) which is a really good deal. The place is clean. The staff are friendly. However preparation time of the food was a little bit long. There restaurant was not that busy the night that we went and it took almost 40 minutes for 4 burgers. I like the place.,1
It's great 👍 to share marketing the Daily planet please people 💘 it,1
Taco Tuesday $2 dollar tacos $2 tacate. What more can you ask for. Nice little bar,1
